,Appointed,Name,Status,Address,Role,Appointed on,Register Location,Registration Number,Company status,Resigned on,Correspondence address,Register location,Registration number,Company number
93,SKY CHARM SECRETARIAL SERVICES LIMITED,"HANGZHOU YEBAO IMPORT AND EXPORT CO., LTD (09740614)",,,Secretary,19 August 2015,,,Active,19 July 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09740614
94,SKY CHARM SECRETARIAL SERVICES LIMITED,"EMERSON CHEMIE CO., LTD. (09720384)",,,Secretary,6 August 2015,,,Active,5 August 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09720384
95,SKY CHARM SECRETARIAL SERVICES LIMITED,"LABMAN TECHNOLOGIES CO., LTD (08641839)",,,Secretary,29 July 2015,,,Active,29 June 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08641839
96,SKY CHARM SECRETARIAL SERVICES LIMITED,"XINGHAI INTERNATIONAL CO., LTD (08658004)",,,Secretary,5 August 2015,,,Active,15 July 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08658004
97,SKY CHARM SECRETARIAL SERVICES LIMITED,"INVISIBLE TROPHY ELECTRIC CO., LTD (07790388)",,,Secretary,21 September 2012,,,Active,19 August 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07790388
98,SKY CHARM SECRETARIAL SERVICES LIMITED,"GRAND FULL HAPPINESS INDUSTRIES (NIG.)CO., LIMITED (06343746)",,,Secretary,8 August 2014,,,Dissolved,8 August 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,06343746
99,SKY CHARM SECRETARIAL SERVICES LIMITED,THE SMART LAB TECHNOLOGY LTD (09746995),,,Secretary,25 August 2015,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09746995
100,SKY CHARM SECRETARIAL SERVICES LIMITED,MOI SERVICES CENTER LIMITED (09747052),,,Secretary,25 August 2015,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09747052
101,SKY CHARM SECRETARIAL SERVICES LIMITED,"NEW CREATION MACHINERY CO., LTD (09747486)",,,Secretary,25 August 2015,,,Active,7 July 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09747486
102,SKY CHARM SECRETARIAL SERVICES LIMITED,UK CHALAS INTERNATIONAL GROUP LIMITED (08651319),,,Secretary,15 August 2013,,,Active,1 August 2015,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08651319
103,SKY CHARM SECRETARIAL SERVICES LIMITED,LUCKYSUN LIMITED (09257304),,,Secretary,25 August 2015,,,Active,18 August 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,09257304
104,SKY CHARM SECRETARIAL SERVICES LIMITED,"NINGBO SHI YINZHOU YAFAN INDUSTRIAL CO., LTD (08641902)",,,Secretary,8 July 2015,,,Active,9 August 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08641902
105,SKY CHARM SECRETARIAL SERVICES LIMITED,"UK NOT JUST PAJAMA FASHION (LONDON) CO., LTD (09748833)",,,Secretary,25 August 2015,,,Active,13 May 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09748833
106,SKY CHARM SECRETARIAL SERVICES LIMITED,GA GLOBAL MARKETS LTD. (09749618),,,Secretary,26 August 2015,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09749618
107,SKY CHARM SECRETARIAL SERVICES LIMITED,"ZHEJIANG ZHANGHUA HEALTH&BEAUTY HAIR INDUSTRY CO., LTD (05611689)",,,Secretary,24 August 2015,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,05611689
108,SKY CHARM SECRETARIAL SERVICES LIMITED,GOODWILL GROUP LIMITED (07005583),,,Secretary,15 August 2015,,,Active,4 August 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,07005583
109,SKY CHARM SECRETARIAL SERVICES LIMITED,"SHANGHAI VENCER INTERNATIONAL STOCK CO., LTD. (09751286)",,,Secretary,27 August 2015,,,Active,9 August 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09751286
110,SKY CHARM SECRETARIAL SERVICES LIMITED,"SHANGHAI VENCER INTERNATIONAL COSMETIC CO., LTD. (09751317)",,,Secretary,27 August 2015,,,Active,9 August 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09751317
111,SKY CHARM SECRETARIAL SERVICES LIMITED,"BEDFORD INDUSTRIAL CO., LIMITED (09753706)",,,Secretary,28 August 2015,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09753706
112,SKY CHARM SECRETARIAL SERVICES LIMITED,"ZHEJIANG RUITAI REFRACTORY TECHNOLOGY CO., LTD. (07774425)",,,Secretary,5 August 2015,,,Active,9 August 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,07774425
113,SKY CHARM SECRETARIAL SERVICES LIMITED,NANO67 BUSINESS LIMITED (09754490),,,Secretary,28 August 2015,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09754490
114,SKY CHARM SECRETARIAL SERVICES LIMITED,"BESTAR GROUP CO., LTD (08227351)",,,Secretary,25 September 2012,,,Active,12 August 2015,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08227351
115,SKY CHARM SECRETARIAL SERVICES LIMITED,"WUXI HONGYUAN DECORATION MATERIAL INDUSTRY CO., LTD (09205728)",,,Secretary,31 August 2015,,,Active,24 August 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,09205728
116,SKY CHARM SECRETARIAL SERVICES LIMITED,"WQ-SHOW CO., LTD (08675924)",,,Secretary,21 August 2015,,,Active,6 September 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08675924
117,SKY CHARM SECRETARIAL SERVICES LIMITED,COFFEE GUARDIAN LIMITED (09755373),,,Secretary,1 September 2015,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09755373
118,SKY CHARM SECRETARIAL SERVICES LIMITED,"RABBIT MECHANICAL & ELECTRICAL CO., LTD. (09757418)",,,Secretary,2 September 2015,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09757418
119,SKY CHARM SECRETARIAL SERVICES LIMITED,LITTLE LEMON COMPANY LIMITED (09757427),,,Secretary,2 September 2015,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09757427
120,SKY CHARM SECRETARIAL SERVICES LIMITED,MINOVEL ENTERPRISES LIMITED (09757502),,,Secretary,2 September 2015,,,Active,12 September 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09757502
121,SKY CHARM SECRETARIAL SERVICES LIMITED,CY INDUSTRY LTD (08673656),,,Secretary,2 September 2015,,,Active,31 August 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08673656
122,SKY CHARM SECRETARIAL SERVICES LIMITED,"DARRENANN INTERNATIONAL CO., LTD. (09211569)",,,Secretary,25 August 2015,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,09211569
123,SKY CHARM SECRETARIAL SERVICES LIMITED,MEGONIA LIMITED (08674599),,,Secretary,27 August 2015,,,Active,19 September 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08674599
124,SKY CHARM SECRETARIAL SERVICES LIMITED,LADY DONG BIOTECHNOLOGY LIMITED (09492062),,,Secretary,28 August 2015,,,Active,30 March 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,09492062
125,SKY CHARM SECRETARIAL SERVICES LIMITED,"ZHEJIANG VEGAS VALVE MANUFACTURING CO., LTD (09759568)",,,Secretary,3 September 2015,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09759568
126,SKY CHARM SECRETARIAL SERVICES LIMITED,E-SAIL COMPANY LIMITED (09760090),,,Secretary,3 September 2015,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09760090
127,SKY CHARM SECRETARIAL SERVICES LIMITED,SANY INTERNATIONAL DEVELOPMENT LIMITED (08663108),,,Secretary,27 August 2013,,,Active,22 July 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,08663108
128,SKY CHARM SECRETARIAL SERVICES LIMITED,JINMART PACKAGING&DECORATION LTD (08710267),,,Secretary,6 September 2015,,,Active,19 August 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08710267
129,SKY CHARM SECRETARIAL SERVICES LIMITED,GINA'S SAGA LIMITED (08579997),,,Secretary,21 June 2015,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08579997
130,SKY CHARM SECRETARIAL SERVICES LIMITED,AFR TECHNOLOGY LTD (09764744),,,Secretary,7 September 2015,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09764744
131,SKY CHARM SECRETARIAL SERVICES LIMITED,"WENZHOU LISHUN BUTTON CO., LTD (08675292)",,,Secretary,7 September 2015,,,Active,10 August 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08675292
132,SKY CHARM SECRETARIAL SERVICES LIMITED,AD INGREDIENTS INTERNATIONAL CORPORATION LTD (09200094),,,Secretary,2 September 2015,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,09200094
133,SKY CHARM SECRETARIAL SERVICES LIMITED,"DRAGONLI CO., LTD (08293133)",,,Secretary,8 September 2015,,,Active,9 October 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08293133
134,SKY CHARM SECRETARIAL SERVICES LIMITED,LAREINA ENTERPRISE LTD (08707260),,,Secretary,8 September 2015,,,Active,13 September 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08707260
135,SKY CHARM SECRETARIAL SERVICES LIMITED,MERCURY CORPORATION LTD (09766478),,,Secretary,8 September 2015,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09766478
136,SKY CHARM SECRETARIAL SERVICES LIMITED,"GUANGXI YUANCHEN MANGANESE INDUSTRY CO., LIMITED (09766610)",,,Secretary,8 September 2015,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09766610
137,SKY CHARM SECRETARIAL SERVICES LIMITED,ZHEJIANG TENGHUA PLASTIC LTD (09766792),,,Secretary,8 September 2015,,,Active,24 August 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09766792
138,SKY CHARM SECRETARIAL SERVICES LIMITED,"SINOMOTOS INDUSTRIAL CO., LTD. (07381503)",,,Secretary,9 August 2014,,,Active,9 August 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,07381503
139,SKY CHARM SECRETARIAL SERVICES LIMITED,UK KELLY LIMITED (09222917),,,Secretary,17 September 2014,,,Active,8 September 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09222917
140,SKY CHARM SECRETARIAL SERVICES LIMITED,UK NEW FORCE LTD (08687816),,,Secretary,29 August 2015,,,Active,12 September 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08687816
141,SKY CHARM SECRETARIAL SERVICES LIMITED,"WELL FORTUNE HOLDING CO., LTD. (09217765)",,,Secretary,9 September 2015,,,Active,28 July 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,09217765
142,SKY CHARM SECRETARIAL SERVICES LIMITED,"DECORATIONS (BEIJING) INTERNATIONAL TRADE CO., LTD (09187913)",,,Secretary,28 August 2014,,,Active,9 September 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,09187913
143,SKY CHARM SECRETARIAL SERVICES LIMITED,"QINGDAO CENTURY FASHION JEWELRY CO., LTD (06951149)",,,Secretary,8 July 2015,,,Active,7 July 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,06951149
144,SKY CHARM SECRETARIAL SERVICES LIMITED,"SAMPSON INTERNATIONAL CO., LIMITED (09770440)",,,Secretary,10 September 2015,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09770440
145,SKY CHARM SECRETARIAL SERVICES LIMITED,ODD INTERNATIONAL GROUP LTD. (09771365),,,Secretary,10 September 2015,,,Active,21 July 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09771365
146,SKY CHARM SECRETARIAL SERVICES LIMITED,"NINGBO MEDAL INTERNATIONAL TRADING CO., LTD (09744420)",,,Secretary,9 September 2015,,,Active,10 August 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,09744420
147,SKY CHARM SECRETARIAL SERVICES LIMITED,"DG POWER SYSTEM CO., LTD (07382881)",,,Secretary,11 August 2015,,,Active,15 July 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,07382881
148,SKY CHARM SECRETARIAL SERVICES LIMITED,XIUXIAN TEXTILE LIMITED (08199648),,,Secretary,3 September 2012,,,Active,12 July 2015,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08199648
149,SKY CHARM SECRETARIAL SERVICES LIMITED,"NEW BEARING IMPORT&EXPORT CO., LIMITED (08675209)",,,Secretary,3 September 2015,,,Active,30 August 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08675209
150,SKY CHARM SECRETARIAL SERVICES LIMITED,"NAWARA MARINE CO., LTD (08677037)",,,Secretary,4 September 2015,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08677037
151,SKY CHARM SECRETARIAL SERVICES LIMITED,"GOLDENTRANS MARINE CO., LIMITED (07810761)",,,Secretary,11 September 2015,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,07810761
152,SKY CHARM SECRETARIAL SERVICES LIMITED,EVER PACIFIC LIMITED (09774573),,,Secretary,14 September 2015,,,Active,14 October 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09774573
153,SKY CHARM SECRETARIAL SERVICES LIMITED,IGREEN INTERNATIONAL LTD (09645739),,,Secretary,18 June 2015,,,Active,14 September 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09645739
154,SKY CHARM SECRETARIAL SERVICES LIMITED,"MZK INTER CO., LTD (09774721)",,,Secretary,14 September 2015,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09774721
155,SKY CHARM SECRETARIAL SERVICES LIMITED,"QINGDAO BEBON IMP & EXP CO., LTD (09774856)",,,Secretary,14 September 2015,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09774856
156,SKY CHARM SECRETARIAL SERVICES LIMITED,"OASIS HOME DECO CO., LTD (08695555)",,,Secretary,14 September 2015,,,Active,20 September 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08695555
157,SKY CHARM SECRETARIAL SERVICES LIMITED,"SUNGREAT INDUSTRIAL CO., LTD (09185854)",,,Secretary,21 August 2015,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,09185854
158,SKY CHARM SECRETARIAL SERVICES LIMITED,PANZHONG TECHNOLOGY LIMITED (08678056),,,Secretary,5 September 2013,,,Active,11 September 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08678056
159,SKY CHARM SECRETARIAL SERVICES LIMITED,FDBL PAINT MATERIAL LIMITED (09177801),,,Secretary,15 August 2014,,,Active,10 August 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09177801
160,SKY CHARM SECRETARIAL SERVICES LIMITED,CHINA LIXIN INTERNATIONAL TRADE LTD (08727838),,,Secretary,15 September 2015,,,Active,17 October 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08727838
161,SKY CHARM SECRETARIAL SERVICES LIMITED,XINZE GROUP LIMITED (08754272),,,Secretary,15 September 2015,,,Active,13 October 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08754272
162,SKY CHARM SECRETARIAL SERVICES LIMITED,"SUNNY HOME INTERNATIONAL CO., LTD (08748513)",,,Secretary,15 September 2015,,,Active,25 October 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08748513
163,SKY CHARM SECRETARIAL SERVICES LIMITED,"WELLSAILING CO., LTD (08720858)",,,Secretary,15 September 2015,,,Active,18 September 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08720858
164,SKY CHARM SECRETARIAL SERVICES LIMITED,COINGOT LIMITED (09177796),,,Secretary,15 August 2014,,,Active,1 August 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09177796
165,SKY CHARM SECRETARIAL SERVICES LIMITED,"SONIA JEWELRY CO., LIMITED (07004437)",,,Secretary,7 January 2015,,,Active,7 August 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,07004437
166,SKY CHARM SECRETARIAL SERVICES LIMITED,NEOMET LTD (09278080),,,Secretary,23 October 2014,,,Active,15 September 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09278080
167,SKY CHARM SECRETARIAL SERVICES LIMITED,VONTEK COMMUNICATION LTD (08251488),,,Secretary,12 October 2012,,,Active,10 September 2015,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08251488
168,SKY CHARM SECRETARIAL SERVICES LIMITED,BTI-SPORTS LTD (08175662),,,Secretary,10 August 2012,,,Active,10 August 2015,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08175662
169,SKY CHARM SECRETARIAL SERVICES LIMITED,CHINA RAINBOW INTERNATIONAL GROUP LIMITED (08262037),,,Secretary,22 October 2012,,,Active,15 September 2015,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08262037
170,SKY CHARM SECRETARIAL SERVICES LIMITED,"HAIXING INTERNATIONAL TRADE CO., LTD. (09255640)",,,Secretary,9 October 2014,,,Active,17 September 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,09255640
171,SKY CHARM SECRETARIAL SERVICES LIMITED,"QINGDAO SINO CARBON CO., LTD. (08128279)",,,Secretary,3 July 2015,,,Active,2 July 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08128279
172,SKY CHARM SECRETARIAL SERVICES LIMITED,DESAY LIMITED (09783464),,,Secretary,18 September 2015,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09783464
173,SKY CHARM SECRETARIAL SERVICES LIMITED,"RETOP MINOR METAL MATERIALS CO., LTD (09783468)",,,Secretary,18 September 2015,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09783468
174,SKY CHARM SECRETARIAL SERVICES LIMITED,"UK SU KEYI AGRICULTURAL BIOLOGICAL SCIENCE CO., LTD (09783901)",,,Secretary,18 September 2015,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09783901
175,SKY CHARM SECRETARIAL SERVICES LIMITED,"SHENG MEI CO., LTD. (09104151)",,,Secretary,26 June 2015,,,Active,25 June 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,09104151
176,SKY CHARM SECRETARIAL SERVICES LIMITED,"SHINING MARINE ENGINEERING (UK) CO., LTD. (08135832)",,,Secretary,9 July 2015,,,Active,8 July 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08135832
177,SKY CHARM SECRETARIAL SERVICES LIMITED,"QINGDAO FORWARD INDUSTRIAL CO., LTD. (08653922)",,,Secretary,12 August 2015,,,Active,11 August 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08653922
178,SKY CHARM SECRETARIAL SERVICES LIMITED,THREE MUSKETEERS BUILDING MATERIAL LTD (08186585),,,Secretary,21 August 2015,,,Active,29 August 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08186585
179,SKY CHARM SECRETARIAL SERVICES LIMITED,ZHOUSHAN SINO OCEAN MARINE SERVICES LTD (10024933),,,Secretary,24 February 2016,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,10024933
180,SKY CHARM SECRETARIAL SERVICES LIMITED,SYLOVE LTD (09288472),,,Secretary,18 September 2015,,,Active,9 October 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,09288472
181,SKY CHARM SECRETARIAL SERVICES LIMITED,PEN WORLD (UK) LTD (08711350),,,Secretary,18 September 2015,,,Active,27 September 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,08711350
182,SKY CHARM SECRETARIAL SERVICES LIMITED,J&Y AHEAD TRADING LTD (09785861),,,Secretary,21 September 2015,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09785861
183,SKY CHARM SECRETARIAL SERVICES LIMITED,"TIANJIN FREEZONE CHANGLONG INTERNATIONAL CO., LTD (09786238)",,,Secretary,21 September 2015,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09786238
184,SKY CHARM SECRETARIAL SERVICES LIMITED,QINGDAO ZEWANG JEWELRY LTD (09127002),,,Secretary,11 July 2015,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UNITED KINGDOM,8026775,09127002
185,SKY CHARM SECRETARIAL SERVICES LIMITED,"HONGKONG CHAMEY TRADING CO., LTD (09787835)",,,Secretary,21 September 2015,,,Active,9 September 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09787835
186,SKY CHARM SECRETARIAL SERVICES LIMITED,"ZHENDING PLASTIC HARDWARE CO., LTD (09227341)",,,Secretary,19 September 2014,,,Active,7 September 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09227341
187,SKY CHARM SECRETARIAL SERVICES LIMITED,U-MAN INDUSTRIAL (UK) LIMITED (08203878),,,Secretary,6 September 2013,,,Active,5 September 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,08203878
188,SKY CHARM SECRETARIAL SERVICES LIMITED,"OUKA IMPORT & EXPORT CO., LTD (09788408)",,,Secretary,22 September 2015,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UNITED KINGDOM,8026775,09788408
189,SKY CHARM SECRETARIAL SERVICES LIMITED,"HUARUISON CO., LTD (07793155)",,,Secretary,11 September 2012,,,Active,11 September 2015,"Chase, Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07793155
190,SKY CHARM SECRETARIAL SERVICES LIMITED,ANDERSEN INTERNATIONAL BRAND HOLDINGS GROUP LIMITED (09225247),,,Secretary,18 September 2014,,,Active,18 September 2015,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,09225247
